,1. open,2. high,3. low,4. close,5. volume,day,day_of_month,month
2017-08-07,0.97,0.97,0.97,0.97,0,1,7,8
2017-08-04,0.97,0.97,0.97,0.97,0,5,4,8
2017-08-03,0.97,0.97,0.97,0.97,500,4,3,8
2017-08-02,0.97,0.97,0.95,0.95,31000,3,2,8
2017-08-01,0.99,0.99,0.99,0.99,0,2,1,8
2017-07-31,0.99,0.99,0.99,0.99,0,1,31,7
2017-07-28,0.99,0.99,0.99,0.99,0,5,28,7
2017-07-27,0.99,0.99,0.99,0.99,0,4,27,7
2017-07-26,0.99,0.99,0.99,0.99,0,3,26,7
2017-07-25,0.99,0.99,0.99,0.99,0,2,25,7
2017-07-24,0.99,0.99,0.99,0.99,0,1,24,7
2017-07-21,0.99,0.99,0.99,0.99,0,5,21,7
2017-07-20,0.99,0.99,0.99,0.99,0,4,20,7
2017-07-19,0.99,0.99,0.99,0.99,0,3,19,7
2017-07-18,0.99,0.99,0.99,0.99,0,2,18,7
2017-07-17,0.99,0.99,0.99,0.99,0,1,17,7
2017-07-14,0.99,0.99,0.99,0.99,0,5,14,7
2017-07-13,0.99,0.99,0.99,0.99,0,4,13,7
2017-07-12,0.99,0.99,0.99,0.99,0,3,12,7
2017-07-11,0.99,0.99,0.99,0.99,1500,2,11,7
2017-07-10,0.98,0.98,0.98,0.98,0,1,10,7
2017-07-07,0.98,0.98,0.98,0.98,3500,5,7,7
2017-07-06,0.99,0.99,0.985,0.985,11563,4,6,7
2017-07-05,0.95,0.95,0.95,0.95,0,3,5,7
2017-07-03,0.95,0.95,0.95,0.95,0,1,3,7
2017-06-30,0.95,0.95,0.95,0.95,0,5,30,6
2017-06-29,0.95,0.96,0.95,0.95,10000,4,29,6
2017-06-28,0.95,0.95,0.93,0.93,6000,3,28,6
2017-06-27,0.92,0.92,0.92,0.92,0,2,27,6
2017-06-26,0.92,0.92,0.92,0.92,0,1,26,6
2017-06-23,0.92,0.92,0.92,0.92,0,5,23,6
2017-06-22,0.92,0.92,0.92,0.92,0,4,22,6
2017-06-21,0.9202,0.9202,0.9202,0.9202,0,3,21,6
2017-06-20,0.92,0.92,0.92,0.92,0,2,20,6
2017-06-19,0.9202,0.9202,0.9202,0.9202,0,1,19,6
2017-06-16,0.9202,0.9202,0.9202,0.9202,0,5,16,6
2017-06-15,0.9202,0.9202,0.9202,0.9202,0,4,15,6
2017-06-14,0.9202,0.9202,0.9202,0.9202,0,3,14,6
2017-06-13,0.92,0.921,0.92,0.9202,15500,2,13,6
2017-06-12,0.92,0.92,0.92,0.92,0,1,12,6
2017-06-09,0.92,0.92,0.92,0.92,0,5,9,6
2017-06-08,0.92,0.92,0.92,0.92,2700,4,8,6
2017-06-07,0.9,0.9,0.9,0.9,0,3,7,6
2017-06-06,0.9,0.9,0.9,0.9,1000,2,6,6
2017-06-05,0.9,0.9,0.9,0.9,0,1,5,6
2017-06-02,0.9,0.9,0.9,0.9,0,5,2,6
2017-06-01,0.9,0.9,0.9,0.9,1400,4,1,6
2017-05-31,0.92,0.92,0.92,0.92,0,3,31,5
2017-05-30,0.92,0.92,0.92,0.92,0,2,30,5
2017-05-26,0.92,0.92,0.92,0.92,0,5,26,5
2017-05-25,0.92,0.92,0.92,0.92,4000,4,25,5
2017-05-24,0.92,0.92,0.92,0.92,475000,3,24,5
2017-05-23,0.93,0.93,0.93,0.93,12000,2,23,5
2017-05-22,0.94,0.94,0.94,0.94,0,1,22,5
2017-05-19,0.94,0.94,0.94,0.94,0,5,19,5
2017-05-18,0.94,0.94,0.94,0.94,2800,4,18,5
2017-05-17,0.99,0.99,0.99,0.99,0,3,17,5
2017-05-16,0.99,0.99,0.99,0.99,0,2,16,5
2017-05-15,0.99,0.99,0.99,0.99,0,1,15,5
2017-05-12,0.99,0.99,0.99,0.99,0,5,12,5
2017-05-11,0.99,0.99,0.99,0.99,0,4,11,5
2017-05-10,0.99,0.99,0.99,0.99,0,3,10,5
2017-05-09,0.99,0.99,0.99,0.99,0,2,9,5
2017-05-08,0.99,0.99,0.99,0.99,0,1,8,5
2017-05-05,0.99,0.99,0.99,0.99,0,5,5,5
2017-05-04,0.99,0.99,0.99,0.99,0,4,4,5
2017-05-03,0.99,0.99,0.99,0.99,3500,3,3,5
2017-05-02,0.96,0.96,0.96,0.96,0,2,2,5
2017-05-01,0.96,0.96,0.96,0.96,0,1,1,5
2017-04-28,0.96,0.96,0.96,0.96,27200,5,28,4
2017-04-27,0.96,0.96,0.96,0.96,0,4,27,4
2017-04-26,0.96,0.96,0.96,0.96,0,3,26,4
2017-04-25,0.96,0.96,0.96,0.96,0,2,25,4
2017-04-24,0.97,0.97,0.96,0.96,6000,1,24,4
2017-04-21,0.98,0.98,0.97,0.97,3000,5,21,4
2017-04-20,0.97,0.97,0.97,0.97,0,4,20,4
2017-04-19,0.97,0.97,0.97,0.97,12000,3,19,4
2017-04-18,0.95,0.95,0.95,0.95,9000,2,18,4
2017-04-17,0.97,0.97,0.97,0.97,0,1,17,4
2017-04-13,0.97,0.97,0.97,0.97,0,4,13,4
2017-04-12,0.97,0.97,0.97,0.97,2000,3,12,4
2017-04-11,0.97,0.97,0.97,0.97,0,2,11,4
2017-04-10,0.97,0.97,0.97,0.97,0,1,10,4
2017-04-07,0.97,0.97,0.97,0.97,0,5,7,4
2017-04-06,0.97,0.97,0.97,0.97,0,4,6,4
2017-04-05,0.97,0.97,0.97,0.97,0,3,5,4
2017-04-04,0.97,0.97,0.97,0.97,0,2,4,4
2017-04-03,0.97,0.97,0.97,0.97,0,1,3,4
2017-03-31,0.97,0.97,0.97,0.97,0,5,31,3
2017-03-30,0.97,0.97,0.97,0.97,500,4,30,3
2017-03-29,0.94,0.94,0.94,0.94,0,3,29,3
2017-03-28,0.94,0.94,0.94,0.94,2000,2,28,3
2017-03-27,0.94,0.94,0.93,0.93,2000,1,27,3
2017-03-24,0.94,0.94,0.94,0.94,0,5,24,3
2017-03-23,0.94,0.94,0.94,0.94,0,4,23,3
2017-03-22,0.94,0.94,0.94,0.94,0,3,22,3
2017-03-21,0.94,0.94,0.94,0.94,22000,2,21,3
2017-03-20,0.96,0.96,0.96,0.96,0,1,20,3
2017-03-17,0.96,0.96,0.96,0.96,0,5,17,3
2017-03-16,0.96,0.96,0.96,0.96,0,4,16,3
2017-03-15,0.96,0.96,0.96,0.96,0,3,15,3
2017-03-14,0.96,0.96,0.96,0.96,0,2,14,3
2017-03-13,0.96,0.96,0.96,0.96,0,1,13,3
2017-03-10,0.96,0.96,0.96,0.96,0,5,10,3
2017-03-09,0.96,0.96,0.96,0.96,0,4,9,3
2017-03-08,0.96,0.96,0.96,0.96,0,3,8,3
2017-03-07,0.96,0.96,0.96,0.96,0,2,7,3
2017-03-06,0.96,0.96,0.96,0.96,0,1,6,3
2017-03-03,0.96,0.96,0.96,0.96,0,5,3,3
2017-03-02,0.96,0.96,0.96,0.96,0,4,2,3
2017-03-01,0.96,0.96,0.96,0.96,10000,3,1,3
2017-02-28,0.97,0.97,0.97,0.97,0,2,28,2
2017-02-27,0.98,0.98,0.97,0.97,10000,1,27,2
2017-02-24,0.95,0.95,0.95,0.95,0,5,24,2
2017-02-23,0.95,0.95,0.95,0.95,6000,4,23,2
2017-02-22,0.97,0.97,0.97,0.97,0,3,22,2
2017-02-21,0.97,0.97,0.97,0.97,0,2,21,2
2017-02-17,0.97,0.97,0.97,0.97,0,5,17,2
2017-02-16,0.97,0.97,0.97,0.97,0,4,16,2
2017-02-15,0.97,0.97,0.97,0.97,0,3,15,2
2017-02-14,0.97,0.97,0.97,0.97,0,2,14,2
2017-02-13,0.98,0.98,0.97,0.97,11000,1,13,2
2017-02-10,1.02,1.02,1.02,1.02,0,5,10,2
2017-02-09,1.02,1.02,1.02,1.02,0,4,9,2
2017-02-08,1.02,1.02,1.02,1.02,0,3,8,2
2017-02-07,1.02,1.02,1.02,1.02,4000,2,7,2
2017-02-06,1.02,1.02,1.02,1.02,0,1,6,2
2017-02-03,1.03,1.03,1.02,1.02,9200,5,3,2
2017-02-02,1.01,1.01,1.01,1.01,0,4,2,2
2017-02-01,1.01,1.01,1.01,1.01,0,3,1,2
2017-01-31,1.01,1.01,1.01,1.01,0,2,31,1
2017-01-30,1.01,1.01,1.01,1.01,0,1,30,1
2017-01-27,1.01,1.01,1.01,1.01,0,5,27,1
2017-01-26,1.02,1.02,1.01,1.01,8000,4,26,1
2017-01-25,1.0,1.0,1.0,1.0,0,3,25,1
2017-01-24,1.0,1.0,1.0,1.0,0,2,24,1
2017-01-23,1.0,1.0,1.0,1.0,0,1,23,1
2017-01-20,1.0,1.0,1.0,1.0,0,5,20,1
2017-01-19,1.0,1.0,1.0,1.0,20000,4,19,1
2017-01-18,1.04,1.04,1.04,1.04,0,3,18,1
2017-01-17,1.04,1.04,1.04,1.04,0,2,17,1
2017-01-13,1.04,1.04,1.04,1.04,0,5,13,1
2017-01-12,1.04,1.04,1.04,1.04,0,4,12,1
2017-01-11,1.04,1.04,1.04,1.04,0,3,11,1
2017-01-10,1.04,1.04,1.04,1.04,0,2,10,1
2017-01-09,1.04,1.04,1.04,1.04,0,1,9,1
2017-01-06,1.04,1.04,1.04,1.04,0,5,6,1
2017-01-05,1.04,1.04,1.04,1.04,0,4,5,1
2017-01-04,1.04,1.04,1.04,1.04,0,3,4,1
2017-01-03,1.04,1.04,1.04,1.04,0,2,3,1
2016-12-30,1.0375,1.04,1.0375,1.04,490,5,30,12
2016-12-29,0.9925,0.9925,0.99,0.99,116000,4,29,12
2016-12-28,0.99,0.99,0.99,0.99,0,3,28,12
2016-12-27,0.99,0.99,0.99,0.99,0,2,27,12
2016-12-23,0.99,0.99,0.99,0.99,50,5,23,12
2016-12-22,0.99,0.99,0.99,0.99,7850,4,22,12
2016-12-21,1.02,1.02,1.02,1.02,0,3,21,12
2016-12-20,1.02,1.02,1.02,1.02,0,2,20,12
2016-12-19,1.02,1.02,1.02,1.02,0,1,19,12
2016-12-16,1.02,1.02,1.02,1.02,0,5,16,12
2016-12-15,1.02,1.02,1.02,1.02,0,4,15,12
2016-12-14,1.02,1.02,1.02,1.02,0,3,14,12
2016-12-13,1.02,1.02,1.02,1.02,0,2,13,12
2016-12-12,1.02,1.02,1.02,1.02,0,1,12,12
2016-12-09,1.02,1.02,1.02,1.02,0,5,9,12
2016-12-08,1.02,1.02,1.02,1.02,0,4,8,12
2016-12-07,1.02,1.02,1.02,1.02,6000,3,7,12
2016-12-06,1.01,1.01,1.01,1.01,0,2,6,12
2016-12-05,1.01,1.01,1.01,1.01,14200,1,5,12
2016-12-02,1.01,1.01,1.01,1.01,0,5,2,12
2016-12-01,1.01,1.01,1.01,1.01,0,4,1,12
2016-11-30,1.01,1.01,1.01,1.01,0,3,30,11
2016-11-29,1.01,1.01,1.01,1.01,12500,2,29,11
2016-11-28,1.01,1.01,1.01,1.01,0,1,28,11
2016-11-25,1.01,1.01,1.01,1.01,0,5,25,11
2016-11-23,1.01,1.01,1.01,1.01,0,3,23,11
2016-11-22,1.01,1.01,1.01,1.01,0,2,22,11
2016-11-21,1.01,1.01,1.01,1.01,0,1,21,11
2016-11-18,1.01,1.01,1.01,1.01,0,5,18,11
2016-11-17,1.0104,1.0104,1.01,1.01,4000,4,17,11
2016-11-16,1.0,1.0,1.0,1.0,550,3,16,11
2016-11-15,1.01,1.01,1.01,1.01,15000,2,15,11
2016-11-14,1.026,1.026,1.02,1.02,8000,1,14,11
2016-11-11,1.046,1.046,1.046,1.046,10000,5,11,11
2016-11-10,1.08,1.08,1.08,1.08,0,4,10,11
2016-11-09,1.08,1.08,1.08,1.08,466000,3,9,11
2016-11-08,1.086,1.086,1.08,1.08,1700,2,8,11
2016-11-07,1.14,1.14,1.14,1.14,0,1,7,11
2016-11-04,1.14,1.14,1.14,1.14,0,5,4,11
2016-11-03,1.14,1.14,1.14,1.14,0,4,3,11
2016-11-02,1.18,1.18,1.14,1.14,3000,3,2,11
2016-11-01,1.106,1.106,1.106,1.106,50,2,1,11
2016-10-31,1.106,1.106,1.106,1.106,0,1,31,10
2016-10-28,1.106,1.106,1.106,1.106,0,5,28,10
2016-10-27,1.106,1.106,1.106,1.106,0,4,27,10
2016-10-26,1.106,1.106,1.106,1.106,0,3,26,10
2016-10-25,1.106,1.106,1.106,1.106,0,2,25,10
2016-10-24,1.11,1.11,1.106,1.106,2100,1,24,10
2016-10-21,1.08,1.08,1.08,1.08,0,5,21,10
2016-10-20,1.08,1.08,1.08,1.08,26800,4,20,10
2016-10-19,1.08,1.08,1.08,1.08,0,3,19,10
2016-10-18,1.086,1.086,1.08,1.08,6000,2,18,10
2016-10-17,1.1,1.1,1.1,1.1,0,1,17,10
2016-10-14,1.1,1.1,1.1,1.1,2250,5,14,10
2016-10-13,1.01,1.01,1.01,1.01,0,4,13,10
2016-10-12,1.01,1.01,1.01,1.01,0,3,12,10
2016-10-11,1.01,1.01,1.01,1.01,0,2,11,10
2016-10-10,1.01,1.01,1.01,1.01,0,1,10,10
2016-10-07,1.01,1.01,1.01,1.01,0,5,7,10
2016-10-06,1.01,1.01,1.01,1.01,0,4,6,10
2016-10-05,1.01,1.01,1.01,1.01,466000,3,5,10
2016-10-04,1.01,1.01,1.01,1.01,0,2,4,10
2016-10-03,1.01,1.01,1.01,1.01,0,1,3,10
2016-09-30,1.01,1.01,1.01,1.01,0,5,30,9
2016-09-29,1.01,1.01,1.01,1.01,0,4,29,9
2016-09-28,1.01,1.01,1.01,1.01,0,3,28,9
2016-09-27,1.01,1.01,1.01,1.01,0,2,27,9
2016-09-26,1.01,1.01,1.01,1.01,0,1,26,9
2016-09-23,1.01,1.01,1.01,1.01,0,5,23,9
2016-09-22,1.01,1.01,1.01,1.01,0,4,22,9
2016-09-21,1.01,1.01,1.01,1.01,0,3,21,9
2016-09-20,1.01,1.01,1.01,1.01,0,2,20,9
2016-09-19,1.01,1.01,1.01,1.01,0,1,19,9
2016-09-16,1.01,1.01,1.01,1.01,0,5,16,9
2016-09-15,1.01,1.01,1.01,1.01,0,4,15,9
2016-09-14,1.01,1.01,1.01,1.01,0,3,14,9
2016-09-13,1.01,1.01,1.01,1.01,0,2,13,9
2016-09-12,1.01,1.01,1.01,1.01,0,1,12,9
2016-09-09,1.01,1.01,1.01,1.01,2000,5,9,9
2016-09-08,1.0,1.0,1.0,1.0,0,4,8,9
2016-09-07,1.0,1.0,1.0,1.0,0,3,7,9
2016-09-06,1.0,1.0,1.0,1.0,0,2,6,9
2016-09-02,1.0,1.0,1.0,1.0,0,5,2,9
2016-09-01,1.0,1.0,1.0,1.0,0,4,1,9
2016-08-31,1.0,1.0,1.0,1.0,15000,3,31,8
2016-08-30,1.0,1.0,1.0,1.0,0,2,30,8
2016-08-29,1.0,1.0,1.0,1.0,0,1,29,8
2016-08-26,1.0,1.0,1.0,1.0,0,5,26,8
2016-08-25,1.0,1.0,1.0,1.0,0,4,25,8
2016-08-24,1.0,1.0,1.0,1.0,0,3,24,8
2016-08-23,1.0,1.0,1.0,1.0,500,2,23,8
2016-08-22,1.0,1.0,1.0,1.0,1200,1,22,8
2016-08-19,1.03,1.03,1.03,1.03,0,5,19,8
2016-08-18,1.03,1.03,1.03,1.03,400000,4,18,8
2016-08-17,1.03,1.03,1.03,1.03,0,3,17,8
2016-08-16,1.03,1.03,1.03,1.03,350000,2,16,8
2016-08-15,1.03,1.03,1.03,1.03,0,1,15,8
2016-08-12,1.03,1.03,1.03,1.03,32000,5,12,8
2016-08-11,1.03,1.03,1.03,1.03,0,4,11,8
2016-08-10,1.03,1.03,1.03,1.03,0,3,10,8
2016-08-09,1.03,1.03,1.03,1.03,0,2,9,8
2016-08-08,1.03,1.03,1.03,1.03,0,1,8,8
2016-08-05,1.03,1.03,1.03,1.03,0,5,5,8
2016-08-04,1.03,1.03,1.03,1.03,0,4,4,8
2016-08-03,1.03,1.03,1.03,1.03,25000,3,3,8
2016-08-02,1.04,1.04,1.04,1.04,0,2,2,8
2016-08-01,1.04,1.04,1.04,1.04,0,1,1,8
2016-07-29,1.0475,1.0475,1.04,1.04,7000,5,29,7
2016-07-28,1.05,1.05,1.05,1.05,0,4,28,7
2016-07-27,1.05,1.05,1.05,1.05,0,3,27,7
2016-07-26,1.05,1.05,1.05,1.05,0,2,26,7
2016-07-25,1.05,1.05,1.05,1.05,0,1,25,7
2016-07-22,1.05,1.05,1.05,1.05,16000,5,22,7
2016-07-21,1.06,1.06,1.06,1.06,0,4,21,7
2016-07-20,1.06,1.06,1.06,1.06,0,3,20,7
2016-07-19,1.06,1.06,1.06,1.06,500,2,19,7
2016-07-18,1.09,1.09,1.09,1.09,58300,1,18,7
2016-07-15,1.14,1.14,1.09,1.09,200,5,15,7
2016-07-14,1.12,1.12,1.12,1.12,0,4,14,7
2016-07-13,1.12,1.12,1.12,1.12,0,3,13,7
2016-07-12,1.12,1.12,1.12,1.12,0,2,12,7
2016-07-11,1.14,1.14,1.12,1.12,20000,1,11,7
2016-07-08,1.088,1.088,1.088,1.088,0,5,8,7
2016-07-07,1.088,1.088,1.088,1.088,0,4,7,7
2016-07-06,1.088,1.088,1.088,1.088,0,3,6,7
2016-07-05,1.088,1.088,1.088,1.088,0,2,5,7
2016-07-01,1.1,1.1,1.088,1.088,22000,5,1,7
2016-06-30,1.1,1.1,1.1,1.1,0,4,30,6
2016-06-29,1.1,1.1,1.1,1.1,0,3,29,6
2016-06-28,1.1,1.1,1.1,1.1,0,2,28,6
2016-06-27,1.1,1.1,1.1,1.1,0,1,27,6
2016-06-24,1.1,1.1,1.1,1.1,0,5,24,6
2016-06-23,1.1,1.1,1.1,1.1,0,4,23,6
2016-06-22,1.108,1.108,1.1,1.1,13000,3,22,6
2016-06-21,1.17,1.17,1.17,1.17,0,2,21,6
2016-06-20,1.17,1.17,1.17,1.17,0,1,20,6
2016-06-17,1.17,1.17,1.17,1.17,0,5,17,6
2016-06-16,1.17,1.17,1.17,1.17,0,4,16,6
2016-06-15,1.17,1.17,1.17,1.17,0,3,15,6
2016-06-14,1.17,1.17,1.17,1.17,0,2,14,6
2016-06-13,1.17,1.17,1.17,1.17,0,1,13,6
2016-06-10,1.17,1.17,1.17,1.17,0,5,10,6
2016-06-09,1.17,1.17,1.17,1.17,0,4,9,6
2016-06-08,1.17,1.17,1.17,1.17,0,3,8,6
2016-06-07,1.17,1.17,1.17,1.17,15000,2,7,6
2016-06-06,1.1401,1.1401,1.1401,1.1401,0,1,6,6
2016-06-03,1.1401,1.1401,1.1401,1.1401,0,5,3,6
2016-06-02,1.1401,1.1401,1.1401,1.1401,0,4,2,6
2016-06-01,1.1401,1.1401,1.1401,1.1401,0,3,1,6
2016-05-31,1.1401,1.1401,1.1401,1.1401,0,2,31,5
2016-05-27,1.1401,1.1401,1.1401,1.1401,0,5,27,5
2016-05-26,1.1401,1.1401,1.1401,1.1401,0,4,26,5
2016-05-25,1.1401,1.1401,1.1401,1.1401,0,3,25,5
2016-05-24,1.1401,1.1401,1.1401,1.1401,0,2,24,5
2016-05-23,1.1401,1.1401,1.1401,1.1401,0,1,23,5
2016-05-20,1.1401,1.1401,1.1401,1.1401,0,5,20,5
2016-05-19,1.1401,1.1401,1.1401,1.1401,0,4,19,5
2016-05-18,1.1401,1.1401,1.1401,1.1401,0,3,18,5
2016-05-17,1.1401,1.1401,1.1401,1.1401,0,2,17,5
2016-05-16,1.1401,1.1401,1.1401,1.1401,0,1,16,5
2016-05-13,1.1401,1.1401,1.1401,1.1401,0,5,13,5
2016-05-12,1.1401,1.1401,1.1401,1.1401,0,4,12,5
2016-05-11,1.1401,1.1401,1.1401,1.1401,0,3,11,5
2016-05-10,1.1401,1.1401,1.1401,1.1401,0,2,10,5
2016-05-09,1.1401,1.1401,1.1401,1.1401,0,1,9,5
2016-05-06,1.1401,1.1401,1.1401,1.1401,6000,5,6,5
2016-05-05,1.12,1.12,1.12,1.12,10000,4,5,5
2016-05-04,1.16,1.16,1.16,1.16,0,3,4,5
2016-05-03,1.16,1.16,1.16,1.16,0,2,3,5
2016-05-02,1.16,1.16,1.16,1.16,0,1,2,5
2016-04-29,1.16,1.16,1.16,1.16,0,5,29,4
2016-04-28,1.16,1.16,1.16,1.16,0,4,28,4
2016-04-27,1.16,1.16,1.16,1.16,0,3,27,4
2016-04-26,1.16,1.16,1.16,1.16,0,2,26,4
2016-04-25,1.16,1.16,1.16,1.16,0,1,25,4
2016-04-22,1.16,1.16,1.16,1.16,0,5,22,4
2016-04-21,1.16,1.16,1.16,1.16,0,4,21,4
2016-04-20,1.16,1.16,1.16,1.16,0,3,20,4
2016-04-19,1.16,1.16,1.16,1.16,0,2,19,4
2016-04-18,1.16,1.16,1.16,1.16,0,1,18,4
2016-04-15,1.16,1.16,1.16,1.16,0,5,15,4
2016-04-14,1.16,1.16,1.16,1.16,0,4,14,4
2016-04-13,1.16,1.16,1.16,1.16,0,3,13,4
2016-04-12,1.16,1.16,1.16,1.16,0,2,12,4
2016-04-11,1.16,1.16,1.16,1.16,3000,1,11,4
2016-04-08,1.16,1.16,1.16,1.16,0,5,8,4
2016-04-07,1.16,1.16,1.16,1.16,0,4,7,4
2016-04-06,1.16,1.16,1.16,1.16,0,3,6,4
2016-04-05,1.16,1.16,1.16,1.16,0,2,5,4
2016-04-04,1.16,1.16,1.16,1.16,0,1,4,4
2016-04-01,1.16,1.16,1.16,1.16,0,5,1,4
2016-03-31,1.16,1.16,1.16,1.16,0,4,31,3
2016-03-30,1.16,1.16,1.16,1.16,0,3,30,3
2016-03-29,1.1705,1.1705,1.16,1.16,5000,2,29,3
2016-03-28,1.1805,1.1805,1.17,1.17,5000,1,28,3
2016-03-24,1.17,1.17,1.17,1.17,0,4,24,3
2016-03-23,1.17,1.17,1.17,1.17,0,3,23,3
2016-03-22,1.173,1.177,1.17,1.17,9000,2,22,3
2016-03-21,1.12,1.12,1.12,1.12,0,1,21,3
2016-03-18,1.12,1.12,1.12,1.12,0,5,18,3
2016-03-17,1.12,1.12,1.12,1.12,0,4,17,3
2016-03-16,1.12,1.12,1.12,1.12,0,3,16,3
2016-03-15,1.12,1.12,1.12,1.12,0,2,15,3
2016-03-14,1.12,1.12,1.12,1.12,0,1,14,3
2016-03-11,1.12,1.12,1.12,1.12,0,5,11,3
2016-03-10,1.12,1.12,1.12,1.12,0,4,10,3
2016-03-09,1.1795,1.19,1.12,1.12,5000,3,9,3
2016-03-08,1.2,1.2,1.2,1.2,0,2,8,3
2016-03-07,1.2,1.2,1.2,1.2,0,1,7,3
2016-03-04,1.2,1.2,1.2,1.2,500,5,4,3
2016-03-03,1.01,1.01,1.01,1.01,0,4,3,3
2016-03-02,1.01,1.01,1.01,1.01,0,3,2,3
2016-03-01,1.01,1.01,1.01,1.01,0,2,1,3
2016-02-29,1.01,1.01,1.01,1.01,0,1,29,2
2016-02-26,1.01,1.01,1.01,1.01,0,5,26,2
2016-02-25,1.0205,1.0205,1.01,1.01,5000,4,25,2
2016-02-24,1.01,1.01,1.01,1.01,0,3,24,2
2016-02-23,1.01,1.01,1.01,1.01,0,2,23,2
2016-02-22,1.01,1.01,1.01,1.01,0,1,22,2
2016-02-19,1.01,1.01,1.01,1.01,5000,5,19,2
2016-02-18,0.99,0.99,0.99,0.99,7000,4,18,2
2016-02-17,0.9142,0.9142,0.9142,0.9142,0,3,17,2
2016-02-16,0.9142,0.9142,0.9142,0.9142,0,2,16,2
2016-02-12,0.9142,0.9142,0.9142,0.9142,0,5,12,2
2016-02-11,0.9142,0.9142,0.9142,0.9142,20000,4,11,2
2016-02-10,0.94,0.94,0.94,0.94,0,3,10,2
2016-02-09,0.94,0.94,0.94,0.94,0,2,9,2
2016-02-08,0.94,0.94,0.94,0.94,0,1,8,2
2016-02-05,0.94,0.94,0.94,0.94,0,5,5,2
2016-02-04,0.9488,0.9488,0.94,0.94,9000,4,4,2
2016-02-03,0.8971,0.8971,0.8971,0.8971,500,3,3,2
2016-02-02,1.0,1.0,1.0,1.0,0,2,2,2
2016-02-01,1.0,1.0,1.0,1.0,0,1,1,2
2016-01-29,1.0,1.0,1.0,1.0,0,5,29,1
2016-01-28,1.0,1.0,1.0,1.0,0,4,28,1
2016-01-27,1.0,1.0,1.0,1.0,1000,3,27,1
2016-01-26,1.03,1.03,1.03,1.03,0,2,26,1
2016-01-25,1.03,1.03,1.03,1.03,0,1,25,1
2016-01-22,1.03,1.03,1.03,1.03,0,5,22,1
2016-01-21,1.03,1.03,1.03,1.03,0,4,21,1
2016-01-20,1.03,1.03,1.03,1.03,0,3,20,1
2016-01-19,1.03,1.03,1.03,1.03,1200,2,19,1
2016-01-15,1.09,1.09,1.09,1.09,0,5,15,1
2016-01-14,1.09,1.09,1.09,1.09,0,4,14,1
2016-01-13,1.09,1.09,1.09,1.09,0,3,13,1
2016-01-12,1.09,1.09,1.09,1.09,0,2,12,1
2016-01-11,1.09,1.09,1.09,1.09,0,1,11,1
2016-01-08,1.09,1.09,1.09,1.09,0,5,8,1
2016-01-07,1.09,1.09,1.09,1.09,0,4,7,1
2016-01-06,1.09,1.09,1.09,1.09,0,3,6,1
2016-01-05,1.09,1.09,1.09,1.09,2000,2,5,1
2016-01-04,1.1005,1.1005,1.09,1.09,2000,1,4,1
2015-12-31,1.13,1.13,1.13,1.13,11,4,31,12
2015-12-30,1.13,1.13,1.13,1.13,0,3,30,12
2015-12-29,1.13,1.13,1.13,1.13,16500,2,29,12
2015-12-28,1.12,1.13,1.12,1.13,16500,1,28,12
2015-12-24,1.15,1.15,1.15,1.15,0,4,24,12
2015-12-23,1.15,1.15,1.15,1.15,2100,3,23,12
2015-12-22,1.15,1.15,1.15,1.15,5000,2,22,12
2015-12-21,1.14,1.14,1.14,1.14,1000,1,21,12
2015-12-18,1.1505,1.1505,1.14,1.14,1000,5,18,12
2015-12-17,1.18,1.18,1.18,1.18,0,4,17,12
2015-12-16,1.18,1.18,1.18,1.18,0,3,16,12
2015-12-15,1.18,1.18,1.18,1.18,4000,2,15,12
2015-12-14,1.1805,1.1805,1.17,1.17,3000,1,14,12
2015-12-11,1.27,1.27,1.27,1.27,0,5,11,12
2015-12-10,1.27,1.27,1.27,1.27,0,4,10,12
2015-12-09,1.27,1.27,1.27,1.27,0,3,9,12
2015-12-08,1.27,1.27,1.27,1.27,0,2,8,12
2015-12-07,1.27,1.27,1.27,1.27,0,1,7,12
2015-12-04,1.27,1.27,1.27,1.27,0,5,4,12
2015-12-03,1.27,1.27,1.27,1.27,500,4,3,12
2015-12-02,1.29,1.29,1.29,1.29,0,3,2,12
2015-12-01,1.29,1.29,1.29,1.29,0,2,1,12
2015-11-30,1.29,1.29,1.29,1.29,0,1,30,11
2015-11-27,1.29,1.29,1.29,1.29,0,5,27,11
2015-11-25,1.29,1.29,1.29,1.29,0,3,25,11
2015-11-24,1.29,1.29,1.29,1.29,0,2,24,11
2015-11-23,1.29,1.29,1.29,1.29,0,1,23,11
2015-11-20,1.29,1.29,1.29,1.29,0,5,20,11
2015-11-19,1.29,1.29,1.29,1.29,0,4,19,11
2015-11-18,1.29,1.29,1.29,1.29,4000,3,18,11
2015-11-17,1.2793,1.2793,1.2793,1.2793,0,2,17,11
2015-11-16,1.2793,1.2793,1.2793,1.2793,0,1,16,11
2015-11-13,1.2793,1.2793,1.2793,1.2793,0,5,13,11
2015-11-12,1.29,1.29,1.29,1.29,0,4,12,11
2015-11-11,1.3075,1.3075,1.29,1.29,4000,3,11,11
2015-11-10,1.29,1.29,1.29,1.29,0,2,10,11
2015-11-09,1.29,1.29,1.29,1.29,10000,1,9,11
2015-11-06,1.33,1.33,1.33,1.33,0,5,6,11
2015-11-05,1.33,1.33,1.33,1.33,0,4,5,11
2015-11-04,1.33,1.33,1.33,1.33,8800,3,4,11
