,1. open,2. high,3. low,4. close,5. volume,day,day_of_month,month
2019-06-12,0.68,0.68,0.68,0.68,296,3,12,6
2019-06-11,0.68,0.68,0.68,0.68,0,2,11,6
2019-06-06,0.69,0.69,0.68,0.68,10000,4,6,6
2019-06-05,0.68,0.68,0.68,0.68,0,3,5,6
2019-06-03,0.68,0.68,0.68,0.68,3000,1,3,6
2019-05-31,0.67,0.67,0.67,0.67,0,5,31,5
2019-05-30,0.67,0.67,0.67,0.67,0,4,30,5
2019-05-29,0.67,0.67,0.67,0.67,0,3,29,5
2019-05-28,0.67,0.67,0.67,0.67,10000,2,28,5
2019-05-24,0.68,0.68,0.68,0.68,0,5,24,5
2019-05-23,0.68,0.68,0.68,0.68,0,4,23,5
2019-05-22,0.68,0.68,0.68,0.68,0,3,22,5
2019-05-21,0.6815,0.6815,0.68,0.68,500,2,21,5
2019-05-20,0.72,0.72,0.72,0.72,0,1,20,5
2019-05-17,0.72,0.72,0.72,0.72,0,5,17,5
2019-05-16,0.72,0.72,0.72,0.72,0,4,16,5
2019-05-15,0.72,0.72,0.72,0.72,0,3,15,5
2019-05-14,0.72,0.72,0.72,0.72,0,2,14,5
2019-05-13,0.72,0.72,0.72,0.72,0,1,13,5
2019-05-10,0.72,0.72,0.72,0.72,0,5,10,5
2019-05-09,0.72,0.72,0.72,0.72,0,4,9,5
2019-05-08,0.725,0.725,0.72,0.72,7000,3,8,5
2019-05-07,0.76,0.76,0.76,0.76,0,2,7,5
2019-05-06,0.76,0.76,0.76,0.76,0,1,6,5
2019-05-03,0.76,0.76,0.76,0.76,0,5,3,5
2019-05-02,0.76,0.76,0.76,0.76,0,4,2,5
2019-05-01,0.76,0.76,0.76,0.76,0,3,1,5
2019-04-30,0.76,0.76,0.76,0.76,0,2,30,4
2019-04-29,0.76,0.76,0.76,0.76,0,1,29,4
2019-04-25,0.7625,0.7625,0.7625,0.7625,7000,4,25,4
2019-04-24,0.78,0.78,0.78,0.78,0,3,24,4
2019-04-23,0.78,0.78,0.78,0.78,0,2,23,4
2019-04-22,0.78,0.78,0.78,0.78,0,1,22,4
2019-04-18,0.78,0.78,0.78,0.78,0,4,18,4
2019-04-17,0.78,0.78,0.78,0.78,0,3,17,4
2019-04-15,0.78,0.78,0.78,0.78,0,1,15,4
2019-04-12,0.78,0.78,0.78,0.78,0,5,12,4
2019-04-11,0.78,0.78,0.78,0.78,1000,4,11,4
2019-04-10,0.77,0.77,0.77,0.77,10000,3,10,4
2019-04-09,0.75,0.75,0.75,0.75,0,2,9,4
2019-04-08,0.75,0.75,0.75,0.75,0,1,8,4
2019-04-05,0.75,0.75,0.75,0.75,0,5,5,4
2019-04-04,0.7533,0.7533,0.7533,0.7533,10000,4,4,4
2019-04-03,0.73,0.73,0.73,0.73,0,3,3,4
2019-04-02,0.7329,0.7329,0.73,0.73,12000,2,2,4
2019-04-01,0.7324,0.7324,0.7324,0.7324,4000,1,1,4
2019-03-29,0.74,0.74,0.74,0.74,0,5,29,3
2019-03-28,0.74,0.74,0.74,0.74,0,4,28,3
2019-03-27,0.74,0.74,0.74,0.74,0,3,27,3
2019-03-26,0.74,0.74,0.74,0.74,0,2,26,3
2019-03-25,0.74,0.74,0.74,0.74,0,1,25,3
2019-03-22,0.74,0.74,0.74,0.74,0,5,22,3
2019-03-21,0.74,0.74,0.74,0.74,0,4,21,3
2019-03-20,0.74,0.74,0.74,0.74,0,3,20,3
2019-03-18,0.74,0.74,0.74,0.74,0,1,18,3
2019-03-14,0.74,0.74,0.74,0.74,0,4,14,3
2019-03-13,0.74,0.74,0.74,0.74,0,3,13,3
2019-03-12,0.74,0.74,0.74,0.74,0,2,12,3
2019-03-11,0.74,0.74,0.74,0.74,0,1,11,3
2019-03-08,0.74,0.74,0.74,0.74,0,5,8,3
2019-03-07,0.74,0.74,0.74,0.74,0,4,7,3
2019-03-06,0.74,0.74,0.74,0.74,0,3,6,3
2019-03-05,0.74,0.74,0.74,0.74,10000,2,5,3
2019-03-04,0.73,0.73,0.73,0.73,0,1,4,3
2019-03-01,0.73,0.73,0.73,0.73,0,5,1,3
2019-02-28,0.73,0.73,0.73,0.73,0,4,28,2
2019-02-27,0.73,0.73,0.73,0.73,0,3,27,2
2019-02-26,0.7495,0.7495,0.7309,0.7309,16000,2,26,2
2019-02-21,0.75,0.75,0.75,0.75,1000,4,21,2
2019-02-20,0.71,0.71,0.71,0.71,0,3,20,2
2019-02-15,0.71,0.71,0.71,0.71,0,5,15,2
2019-02-14,0.71,0.71,0.71,0.71,0,4,14,2
2019-02-13,0.71,0.71,0.71,0.71,0,3,13,2
2019-02-12,0.71,0.71,0.71,0.71,0,2,12,2
2019-02-11,0.71,0.71,0.71,0.71,0,1,11,2
2019-02-08,0.71,0.71,0.71,0.71,0,5,8,2
2019-02-07,0.71,0.71,0.71,0.71,0,4,7,2
2019-02-06,0.71,0.71,0.71,0.71,0,3,6,2
2019-02-05,0.71,0.71,0.71,0.71,0,2,5,2
2019-02-04,0.71,0.71,0.71,0.71,0,1,4,2
2019-02-01,0.71,0.71,0.71,0.71,0,5,1,2
2019-01-31,0.71,0.71,0.71,0.71,0,4,31,1
2019-01-30,0.71,0.71,0.71,0.71,0,3,30,1
2019-01-29,0.71,0.71,0.71,0.71,0,2,29,1
2019-01-28,0.71,0.71,0.71,0.71,0,1,28,1
2019-01-25,0.71,0.71,0.71,0.71,0,5,25,1
2019-01-24,0.71,0.71,0.71,0.71,0,4,24,1
2019-01-23,0.71,0.71,0.71,0.71,8000,3,23,1
2019-01-18,0.69,0.69,0.69,0.69,0,5,18,1
2019-01-17,0.69,0.69,0.69,0.69,0,4,17,1
2019-01-16,0.69,0.69,0.69,0.69,0,3,16,1
2019-01-15,0.69,0.69,0.69,0.69,0,2,15,1
2019-01-14,0.69,0.69,0.69,0.69,0,1,14,1
2019-01-11,0.69,0.69,0.69,0.69,0,5,11,1
2019-01-10,0.685,0.685,0.685,0.685,3000,4,10,1
2019-01-09,0.67,0.67,0.67,0.67,0,3,9,1
2019-01-08,0.67,0.67,0.67,0.67,0,2,8,1
2019-01-07,0.67,0.67,0.67,0.67,0,1,7,1
2019-01-04,0.67,0.67,0.67,0.67,5000,5,4,1
2019-01-03,0.65,0.65,0.65,0.65,2000,4,3,1
2018-12-27,0.66,0.66,0.66,0.66,0,4,27,12
2018-12-26,0.66,0.66,0.66,0.66,0,3,26,12
2018-12-24,0.66,0.66,0.66,0.66,0,1,24,12
2018-12-21,0.66,0.66,0.66,0.66,0,5,21,12
2018-12-20,0.66,0.66,0.66,0.66,0,4,20,12
2018-12-18,0.66,0.66,0.66,0.66,50337,2,18,12
2018-12-14,0.66,0.66,0.66,0.66,0,5,14,12
2018-12-13,0.66,0.66,0.66,0.66,3000,4,13,12
2018-12-12,0.686,0.686,0.686,0.686,10,3,12,12
2018-12-11,0.69,0.69,0.69,0.69,0,2,11,12
2018-12-10,0.6775,0.686,0.6775,0.686,24700,1,10,12
2018-12-07,0.69,0.69,0.69,0.69,2000,5,7,12
2018-12-04,0.7,0.7,0.7,0.7,0,2,4,12
2018-12-03,0.7,0.7,0.7,0.7,0,1,3,12
2018-11-30,0.7,0.7,0.7,0.7,0,5,30,11
2018-11-29,0.7,0.7,0.7,0.7,0,4,29,11
2018-11-28,0.7,0.7,0.7,0.7,0,3,28,11
2018-11-27,0.7,0.7,0.7,0.7,0,2,27,11
2018-11-26,0.7,0.7,0.7,0.7,0,1,26,11
2018-11-21,0.7,0.7,0.7,0.7,0,3,21,11
2018-11-20,0.7,0.7,0.69,0.7,36500,2,20,11
2018-11-19,0.71,0.71,0.71,0.71,10,1,19,11
2018-11-16,0.71,0.71,0.71,0.71,0,5,16,11
2018-11-15,0.71,0.71,0.71,0.71,0,4,15,11
2018-11-14,0.71,0.71,0.71,0.71,0,3,14,11
2018-11-13,0.71,0.71,0.71,0.71,0,2,13,11
2018-11-12,0.71,0.71,0.71,0.71,0,1,12,11
2018-11-09,0.71,0.71,0.71,0.71,0,5,9,11
2018-11-08,0.71,0.71,0.71,0.71,0,4,8,11
2018-11-07,0.71,0.71,0.71,0.71,0,3,7,11
2018-11-06,0.7136,0.7136,0.7136,0.7136,7000,2,6,11
2018-11-05,0.71,0.71,0.71,0.71,0,1,5,11
2018-11-02,0.71,0.71,0.71,0.71,0,5,2,11
2018-11-01,0.71,0.71,0.71,0.71,0,4,1,11
2018-10-31,0.71,0.71,0.71,0.71,0,3,31,10
2018-10-30,0.71,0.71,0.71,0.71,0,2,30,10
2018-10-29,0.71,0.71,0.71,0.71,0,1,29,10
2018-10-26,0.71,0.71,0.71,0.71,62000,5,26,10
2018-10-25,0.76,0.76,0.76,0.76,0,4,25,10
2018-10-24,0.76,0.76,0.76,0.76,0,3,24,10
2018-10-23,0.76,0.76,0.76,0.76,1000,2,23,10
2018-10-22,0.82,0.82,0.82,0.82,0,1,22,10
2018-10-19,0.82,0.82,0.82,0.82,0,5,19,10
2018-10-18,0.82,0.82,0.82,0.82,0,4,18,10
2018-10-17,0.82,0.82,0.82,0.82,0,3,17,10
2018-10-16,0.82,0.82,0.82,0.82,0,2,16,10
2018-10-15,0.82,0.82,0.82,0.82,0,1,15,10
2018-10-12,0.82,0.82,0.82,0.82,0,5,12,10
2018-10-11,0.82,0.82,0.82,0.82,0,4,11,10
2018-10-10,0.82,0.82,0.82,0.82,0,3,10,10
2018-10-09,0.82,0.82,0.82,0.82,0,2,9,10
2018-10-08,0.82,0.82,0.82,0.82,0,1,8,10
2018-10-05,0.82,0.82,0.82,0.82,0,5,5,10
2018-10-04,0.82,0.82,0.82,0.82,0,4,4,10
2018-10-03,0.82,0.82,0.82,0.82,0,3,3,10
2018-10-02,0.82,0.82,0.82,0.82,0,2,2,10
2018-10-01,0.82,0.82,0.82,0.82,0,1,1,10
2018-09-28,0.82,0.82,0.82,0.82,7000,5,28,9
2018-09-27,0.7604,0.7604,0.7604,0.7604,0,4,27,9
2018-09-26,0.76,0.76,0.76,0.76,0,3,26,9
2018-09-25,0.76,0.76,0.76,0.76,0,2,25,9
2018-09-24,0.76,0.76,0.76,0.76,0,1,24,9
2018-09-21,0.76,0.76,0.76,0.76,0,5,21,9
2018-09-20,0.76,0.76,0.76,0.76,0,4,20,9
2018-09-19,0.76,0.76,0.76,0.76,0,3,19,9
2018-09-18,0.76,0.76,0.76,0.76,0,2,18,9
2018-09-17,0.76,0.76,0.76,0.76,0,1,17,9
2018-09-14,0.76,0.76,0.76,0.76,0,5,14,9
2018-09-13,0.76,0.76,0.76,0.76,0,4,13,9
2018-09-12,0.76,0.76,0.76,0.76,0,3,12,9
2018-09-11,0.7604,0.7604,0.7604,0.7604,0,2,11,9
2018-09-10,0.76,0.76,0.76,0.76,27500,1,10,9
2018-09-07,0.81,0.81,0.81,0.81,0,5,7,9
2018-09-06,0.81,0.81,0.81,0.81,0,4,6,9
2018-09-05,0.8125,0.8125,0.805,0.805,9500,3,5,9
2018-09-04,0.81,0.81,0.81,0.81,0,2,4,9
2018-08-31,0.81,0.81,0.81,0.81,10,5,31,8
2018-08-30,0.81,0.81,0.81,0.81,0,4,30,8
2018-08-29,0.81,0.81,0.81,0.81,0,3,29,8
2018-08-28,0.81,0.81,0.81,0.81,0,2,28,8
2018-08-27,0.81,0.81,0.81,0.81,18000,1,27,8
2018-08-24,0.84,0.84,0.84,0.84,0,5,24,8
2018-08-23,0.84,0.84,0.84,0.84,0,4,23,8
2018-08-22,0.84,0.84,0.84,0.84,0,3,22,8
2018-08-21,0.84,0.84,0.84,0.84,0,2,21,8
2018-08-20,0.84,0.84,0.84,0.84,0,1,20,8
2018-08-17,0.84,0.84,0.84,0.84,700,5,17,8
2018-08-16,0.9411,0.9411,0.9411,0.9411,0,4,16,8
2018-08-15,0.9411,0.9411,0.9411,0.9411,0,3,15,8
2018-08-14,0.9411,0.9411,0.9411,0.9411,0,2,14,8
2018-08-13,0.96,0.96,0.96,0.96,20,1,13,8
2018-08-10,0.956,0.956,0.956,0.956,0,5,10,8
2018-08-09,0.96,0.96,0.96,0.96,0,4,9,8
2018-08-08,0.96,0.96,0.96,0.96,0,3,8,8
2018-08-07,0.96,0.96,0.96,0.96,0,2,7,8
2018-08-06,0.96,0.96,0.96,0.96,0,1,6,8
2018-08-03,0.96,0.96,0.96,0.96,0,5,3,8
2018-08-02,0.96,0.96,0.96,0.96,0,4,2,8
2018-08-01,0.96,0.96,0.96,0.96,0,3,1,8
2018-07-31,0.96,0.96,0.96,0.96,0,2,31,7
2018-07-30,0.96,0.96,0.96,0.96,0,1,30,7
2018-07-27,0.96,0.96,0.96,0.96,0,5,27,7
2018-07-26,0.96,0.96,0.96,0.96,0,4,26,7
2018-07-25,0.96,0.96,0.96,0.96,0,3,25,7
2018-07-24,0.96,0.96,0.96,0.96,0,2,24,7
2018-07-23,0.96,0.96,0.96,0.96,0,1,23,7
2018-07-20,0.96,0.96,0.96,0.96,0,5,20,7
2018-07-19,0.96,0.96,0.96,0.96,0,4,19,7
2018-07-18,0.96,0.96,0.96,0.96,0,3,18,7
2018-07-17,0.96,0.96,0.96,0.96,0,2,17,7
2018-07-16,0.96,0.96,0.96,0.96,0,1,16,7
2018-07-13,0.96,0.96,0.96,0.96,0,5,13,7
2018-07-12,0.96,0.96,0.96,0.96,0,4,12,7
2018-07-11,0.96,0.96,0.96,0.96,0,3,11,7
2018-07-10,0.96,0.96,0.96,0.96,5000,2,10,7
2018-07-09,0.94,0.94,0.94,0.94,0,1,9,7
2018-07-06,0.94,0.94,0.94,0.94,0,5,6,7
2018-07-05,0.935,0.935,0.935,0.935,0,4,5,7
2018-07-03,0.94,0.94,0.94,0.94,30000,2,3,7
2018-07-02,0.94,0.94,0.94,0.94,0,1,2,7
2018-06-29,0.94,0.94,0.94,0.94,0,5,29,6
2018-06-28,0.94,0.94,0.94,0.94,0,4,28,6
2018-06-27,0.94,0.94,0.94,0.94,0,3,27,6
2018-06-26,0.94,0.94,0.94,0.94,43000,2,26,6
2018-06-25,0.95,0.95,0.95,0.95,0,1,25,6
2018-06-22,0.95,0.95,0.95,0.95,0,5,22,6
2018-06-21,0.95,0.95,0.95,0.95,0,4,21,6
2018-06-20,0.95,0.95,0.95,0.95,0,3,20,6
2018-06-19,0.95,0.95,0.95,0.95,0,2,19,6
2018-06-18,0.95,0.95,0.95,0.95,3500,1,18,6
2018-06-15,1.0,1.0,1.0,1.0,0,5,15,6
2018-06-14,1.0,1.0,1.0,1.0,0,4,14,6
2018-06-13,1.0,1.0,1.0,1.0,10000,3,13,6
2018-06-12,0.98,0.98,0.98,0.98,0,2,12,6
2018-06-11,0.98,0.98,0.98,0.98,0,1,11,6
2018-06-08,0.98,0.98,0.98,0.98,0,5,8,6
2018-06-07,0.98,0.98,0.98,0.98,0,4,7,6
2018-06-06,0.98,0.98,0.98,0.98,0,3,6,6
2018-06-05,0.98,0.98,0.98,0.98,0,2,5,6
2018-06-04,0.98,0.98,0.98,0.98,0,1,4,6
2018-06-01,0.98,0.98,0.98,0.98,0,5,1,6
2018-05-31,0.98,0.98,0.98,0.98,0,4,31,5
2018-05-30,0.98,0.98,0.98,0.98,1000,3,30,5
2018-05-29,0.99,0.99,0.99,0.99,0,2,29,5
2018-05-25,0.99,0.99,0.99,0.99,0,5,25,5
2018-05-24,0.99,0.99,0.99,0.99,0,4,24,5
2018-05-23,0.99,0.99,0.99,0.99,0,3,23,5
2018-05-22,0.99,0.99,0.99,0.99,0,2,22,5
2018-05-21,0.99,0.99,0.99,0.99,0,1,21,5
2018-05-18,0.99,0.99,0.99,0.99,0,5,18,5
2018-05-17,0.99,0.99,0.99,0.99,0,4,17,5
2018-05-16,0.99,0.99,0.99,0.99,0,3,16,5
2018-05-15,0.99,0.99,0.99,0.99,7000,2,15,5
2018-05-14,1.02,1.02,1.02,1.02,1000,1,14,5
2018-05-11,1.0,1.0,1.0,1.0,0,5,11,5
2018-05-10,1.0,1.0,1.0,1.0,0,4,10,5
2018-05-09,1.0,1.0,1.0,1.0,0,3,9,5
2018-05-08,1.0,1.0,1.0,1.0,200,2,8,5
2018-05-07,0.99,0.99,0.99,0.99,0,1,7,5
2018-05-04,0.99,0.99,0.99,0.99,0,5,4,5
2018-05-03,0.99,0.99,0.99,0.99,10000,4,3,5
2018-05-02,1.01,1.01,1.01,1.01,0,3,2,5
2018-05-01,1.01,1.01,1.01,1.01,0,2,1,5
2018-04-30,1.01,1.01,1.01,1.01,0,1,30,4
2018-04-27,1.01,1.01,1.01,1.01,0,5,27,4
2018-04-26,1.01,1.01,1.01,1.01,0,4,26,4
2018-04-25,1.01,1.01,1.01,1.01,0,3,25,4
2018-04-24,1.01,1.01,1.01,1.01,0,2,24,4
2018-04-23,1.01,1.01,1.01,1.01,0,1,23,4
2018-04-20,1.01,1.01,1.01,1.01,0,5,20,4
2018-04-19,1.01,1.01,1.01,1.01,0,4,19,4
2018-04-18,1.01,1.01,1.01,1.01,0,3,18,4
2018-04-17,1.01,1.01,1.01,1.01,0,2,17,4
2018-04-16,1.01,1.01,1.01,1.01,300,1,16,4
2018-04-13,1.04,1.04,1.04,1.04,0,5,13,4
2018-04-12,1.04,1.04,1.04,1.04,0,4,12,4
2018-04-11,1.04,1.04,1.04,1.04,0,3,11,4
2018-04-10,1.04,1.04,1.04,1.04,0,2,10,4
2018-04-09,1.04,1.04,1.04,1.04,0,1,9,4
2018-04-06,1.04,1.04,1.04,1.04,0,5,6,4
2018-04-05,1.04,1.04,1.04,1.04,0,4,5,4
2018-04-04,1.04,1.04,1.04,1.04,0,3,4,4
2018-04-03,1.04,1.04,1.04,1.04,0,2,3,4
2018-04-02,1.04,1.04,1.04,1.04,0,1,2,4
2018-03-29,1.04,1.04,1.04,1.04,4000,4,29,3
2018-03-28,1.03,1.03,1.03,1.03,0,3,28,3
2018-03-27,1.03,1.03,1.03,1.03,0,2,27,3
2018-03-26,1.03,1.03,1.03,1.03,0,1,26,3
2018-03-23,1.03,1.03,1.03,1.03,0,5,23,3
2018-03-22,1.03,1.03,1.03,1.03,54000,4,22,3
2018-03-21,1.03,1.03,1.03,1.03,0,3,21,3
2018-03-20,1.03,1.03,1.03,1.03,0,2,20,3
2018-03-19,1.03,1.03,1.03,1.03,0,1,19,3
2018-03-16,1.03,1.03,1.03,1.03,0,5,16,3
2018-03-15,1.03,1.03,1.03,1.03,0,4,15,3
2018-03-14,1.03,1.03,1.03,1.03,0,3,14,3
2018-03-13,1.03,1.03,1.03,1.03,0,2,13,3
2018-03-12,1.03,1.03,1.03,1.03,0,1,12,3
2018-03-09,1.03,1.03,1.03,1.03,0,5,9,3
2018-03-08,1.03,1.03,1.03,1.03,14000,4,8,3
2018-03-07,1.03,1.03,1.03,1.03,0,3,7,3
2018-03-06,1.03,1.03,1.03,1.03,0,2,6,3
2018-03-05,1.03,1.03,1.03,1.03,30000,1,5,3
2018-03-02,1.07,1.07,1.07,1.07,0,5,2,3
2018-03-01,1.07,1.07,1.07,1.07,0,4,1,3
2018-02-28,1.07,1.07,1.07,1.07,0,3,28,2
2018-02-27,1.07,1.07,1.07,1.07,300,2,27,2
2018-02-26,1.08,1.08,1.08,1.08,2270,1,26,2
2018-02-23,1.06,1.06,1.06,1.06,0,5,23,2
2018-02-22,1.06,1.06,1.06,1.06,0,4,22,2
2018-02-21,1.06,1.06,1.06,1.06,4500,3,21,2
2018-02-20,1.11,1.11,1.11,1.11,0,2,20,2
2018-02-16,1.11,1.11,1.11,1.11,160,5,16,2
2018-02-15,1.09,1.09,1.09,1.09,1000,4,15,2
2018-02-14,1.06,1.06,1.06,1.06,0,3,14,2
2018-02-13,1.06,1.06,1.06,1.06,0,2,13,2
2018-02-12,1.06,1.06,1.06,1.06,0,1,12,2
2018-02-09,1.06,1.06,1.06,1.06,0,5,9,2
2018-02-08,1.06,1.06,1.06,1.06,0,4,8,2
2018-02-07,1.06,1.06,1.06,1.06,500,3,7,2
2018-02-06,1.06,1.06,1.06,1.06,1200,2,6,2
2018-02-05,1.05,1.1,1.05,1.09,6626,1,5,2
2018-02-02,1.01,1.02,1.01,1.02,14800,5,2,2
2018-02-01,0.99,0.99,0.99,0.99,0,4,1,2
2018-01-31,0.99,0.99,0.99,0.99,0,3,31,1
2018-01-30,0.99,0.99,0.99,0.99,0,2,30,1
2018-01-29,0.99,0.99,0.99,0.99,0,1,29,1
2018-01-26,0.99,0.99,0.99,0.99,4700,5,26,1
2018-01-25,1.01,1.01,1.01,1.01,0,4,25,1
2018-01-24,1.01,1.01,1.01,1.01,4200,3,24,1
2018-01-23,0.9701,0.9701,0.9701,0.9701,0,2,23,1
2018-01-22,0.97,0.97,0.97,0.97,20000,1,22,1
2018-01-19,0.94,0.94,0.94,0.94,0,5,19,1
2018-01-18,0.94,0.94,0.94,0.94,0,4,18,1
2018-01-17,0.94,0.94,0.94,0.94,8000,3,17,1
2018-01-16,0.93,0.93,0.93,0.93,0,2,16,1
2018-01-12,0.93,0.93,0.93,0.93,0,5,12,1
2018-01-11,0.93,0.93,0.93,0.93,0,4,11,1
2018-01-10,0.93,0.93,0.93,0.93,0,3,10,1
2018-01-09,0.93,0.93,0.93,0.93,0,2,9,1
2018-01-08,0.93,0.93,0.93,0.93,0,1,8,1
2018-01-05,0.93,0.93,0.93,0.93,0,5,5,1
2018-01-04,0.93,0.93,0.93,0.93,0,4,4,1
2018-01-03,0.93,0.93,0.93,0.93,0,3,3,1
2018-01-02,0.93,0.93,0.93,0.93,0,2,2,1
2017-12-29,0.93,0.93,0.93,0.93,4000,5,29,12
2017-12-28,0.94,0.94,0.94,0.94,0,4,28,12
2017-12-27,0.94,0.94,0.94,0.94,0,3,27,12
2017-12-26,0.94,0.94,0.94,0.94,0,2,26,12
2017-12-22,0.94,0.94,0.94,0.94,0,5,22,12
2017-12-21,0.94,0.94,0.94,0.94,0,4,21,12
2017-12-20,0.94,0.94,0.94,0.94,0,3,20,12
2017-12-19,0.94,0.94,0.94,0.94,0,2,19,12
2017-12-18,0.94,0.94,0.94,0.94,0,1,18,12
2017-12-15,0.94,0.94,0.94,0.94,0,5,15,12
2017-12-14,0.94,0.94,0.94,0.94,0,4,14,12
2017-12-13,0.94,0.94,0.94,0.94,2000,3,13,12
2017-12-12,0.94,0.94,0.94,0.94,10000,2,12,12
2017-12-11,0.95,0.95,0.94,0.94,5000,1,11,12
2017-12-08,0.96,0.96,0.96,0.96,0,5,8,12
2017-12-07,0.96,0.96,0.96,0.96,0,4,7,12
2017-12-06,0.96,0.96,0.96,0.96,0,3,6,12
2017-12-05,0.96,0.96,0.96,0.96,0,2,5,12
2017-12-04,0.96,0.96,0.96,0.96,0,1,4,12
2017-12-01,0.96,0.96,0.96,0.96,0,5,1,12
2017-11-30,0.96,0.96,0.96,0.96,0,4,30,11
2017-11-29,0.96,0.96,0.96,0.96,0,3,29,11
2017-11-28,0.96,0.96,0.96,0.96,0,2,28,11
2017-11-27,0.96,0.96,0.96,0.96,0,1,27,11
2017-11-24,0.96,0.96,0.96,0.96,0,5,24,11
2017-11-22,0.96,0.96,0.96,0.96,0,3,22,11
2017-11-21,0.96,0.96,0.96,0.96,0,2,21,11
2017-11-20,0.96,0.96,0.96,0.96,0,1,20,11
2017-11-17,0.96,0.96,0.96,0.96,0,5,17,11
2017-11-16,0.955,0.955,0.955,0.955,0,4,16,11
2017-11-15,0.95,0.96,0.95,0.96,35000,3,15,11
2017-11-14,0.92,0.92,0.92,0.92,0,2,14,11
2017-11-13,0.92,0.92,0.92,0.92,0,1,13,11
2017-11-10,0.92,0.92,0.92,0.92,0,5,10,11
2017-11-09,0.92,0.92,0.92,0.92,0,4,9,11
2017-11-08,0.92,0.92,0.92,0.92,0,3,8,11
2017-11-07,0.92,0.92,0.92,0.92,0,2,7,11
2017-11-06,0.92,0.92,0.92,0.92,0,1,6,11
2017-11-03,0.92,0.92,0.92,0.92,0,5,3,11
2017-11-02,0.94,0.94,0.92,0.92,5000,4,2,11
2017-11-01,0.94,0.94,0.94,0.94,0,3,1,11
2017-10-31,0.94,0.94,0.94,0.94,0,2,31,10
2017-10-30,0.94,0.94,0.94,0.94,0,1,30,10
2017-10-27,0.94,0.94,0.94,0.94,0,5,27,10
2017-10-26,0.94,0.94,0.94,0.94,0,4,26,10
2017-10-25,0.94,0.94,0.94,0.94,0,3,25,10
2017-10-24,0.94,0.94,0.94,0.94,0,2,24,10
2017-10-23,0.94,0.94,0.94,0.94,0,1,23,10
2017-10-20,0.94,0.94,0.94,0.94,0,5,20,10
2017-10-19,0.94,0.94,0.94,0.94,0,4,19,10
2017-10-18,0.94,0.94,0.94,0.94,0,3,18,10
2017-10-17,0.94,0.94,0.94,0.94,0,2,17,10
2017-10-16,0.94,0.94,0.94,0.94,0,1,16,10
2017-10-13,0.94,0.94,0.94,0.94,0,5,13,10
2017-10-12,0.94,0.94,0.94,0.94,0,4,12,10
2017-10-11,0.94,0.94,0.94,0.94,0,3,11,10
2017-10-10,0.94,0.94,0.94,0.94,5500,2,10,10
2017-10-09,0.9,0.9,0.9,0.9,0,1,9,10
2017-10-06,0.9,0.9,0.9,0.9,0,5,6,10
2017-10-05,0.9,0.9,0.9,0.9,0,4,5,10
2017-10-04,0.92,0.92,0.9,0.9,47100,3,4,10
2017-10-03,0.93,0.93,0.93,0.93,0,2,3,10
2017-10-02,0.93,0.93,0.93,0.93,0,1,2,10
2017-09-29,0.93,0.93,0.93,0.93,0,5,29,9
2017-09-28,0.93,0.93,0.93,0.93,0,4,28,9
2017-09-27,0.93,0.93,0.93,0.93,0,3,27,9
2017-09-26,0.93,0.93,0.93,0.93,0,2,26,9
2017-09-25,0.93,0.93,0.93,0.93,0,1,25,9
2017-09-22,0.93,0.93,0.93,0.93,0,5,22,9
2017-09-21,0.93,0.93,0.93,0.93,0,4,21,9
2017-09-20,0.93,0.93,0.93,0.93,0,3,20,9
2017-09-19,0.93,0.93,0.93,0.93,0,2,19,9
2017-09-18,0.93,0.93,0.93,0.93,0,1,18,9
2017-09-15,0.93,0.93,0.93,0.93,53000,5,15,9
2017-09-14,0.93,0.93,0.93,0.93,0,4,14,9
2017-09-13,0.93,0.93,0.93,0.93,10000,3,13,9
2017-09-12,0.93,0.93,0.93,0.93,6000,2,12,9
2017-09-11,0.93,0.93,0.93,0.93,0,1,11,9
2017-09-08,0.93,0.93,0.93,0.93,0,5,8,9
2017-09-07,0.93,0.93,0.93,0.93,333800,4,7,9
2017-09-06,0.9,0.9,0.9,0.9,149000,3,6,9
2017-09-05,0.9,0.9,0.9,0.9,0,2,5,9
2017-09-01,0.9,0.9,0.9,0.9,0,5,1,9
2017-08-31,0.9,0.92,0.9,0.9,9000,4,31,8
2017-08-30,0.9,0.9,0.9,0.9,20000,3,30,8
2017-08-29,0.921,0.921,0.921,0.921,0,2,29,8
2017-08-28,0.92,0.92,0.92,0.92,0,1,28,8
2017-08-25,0.92,0.92,0.92,0.92,0,5,25,8
2017-08-24,0.92,0.92,0.92,0.92,7000,4,24,8
2017-08-23,0.97,0.97,0.97,0.97,0,3,23,8
2017-08-22,0.97,0.97,0.97,0.97,0,2,22,8
2017-08-21,0.97,0.97,0.97,0.97,0,1,21,8
2017-08-18,0.97,0.97,0.97,0.97,0,5,18,8
2017-08-17,0.97,0.97,0.97,0.97,0,4,17,8
2017-08-16,0.97,0.97,0.97,0.97,0,3,16,8
2017-08-15,0.97,0.97,0.97,0.97,0,2,15,8
2017-08-14,0.97,0.97,0.97,0.97,0,1,14,8
2017-08-11,0.97,0.97,0.97,0.97,0,5,11,8
2017-08-10,0.97,0.97,0.97,0.97,0,4,10,8
2017-08-09,0.97,0.97,0.97,0.97,0,3,9,8
2017-08-08,0.97,0.97,0.97,0.97,0,2,8,8
